train_reviews,train_ratings
The Hideout fulfilled my fantasy of horseback riding through fantastic scenery.....,5
Okay,3
a short stay,5
Horrible hotel dont waste money,1
"Great property, location and room rate",5
GOOD NIGHT,5
Great hotel,4
Run Down but Cheap,2
Great Stay!,4
Good airport stay!,4
Would have been wonderful visit except for our parking experience and the rudness of the hotel manager.,3
Lovely boutique hotel,4
Good location,4
Cozy service,5
Meh....,3
Extra Clean,4
Honolulu Vacation,4
Little disappointed,3
Very well maintained and great hospitality,5
"Great Location, Great Value",4
Worst rooms and room service,1
nice property in a small town south of I-40,5
Excellent oasis of calm in a busy and hot city.,5
Great place to stay! Great Deal!,4
Oasis in Downtown Atlanta,5
Friendly staff,5
Great location and warm Pool indoor/outdoor,4
Cute and Quaint,4
Not exceptable...roaches,1
Top to bottom renovation.,4
Nice boutique hotel with friendly service,5
"Hampton Inn - Jackson, TN",5
Poolside Bartender,5
Great Stopover,5
Paper thin walls / parking expensive,3
One Night Stand,5
Bring your own breakfast,3
Not Maintained,1
Great location in Seattle: This hotel works!,4
This hotel is a dump,1
Great location and Very Clean property,5
Enjoyed our stay,5
A Good choice,3
Spa Helani Heaven,5
Very Good Stay,5
Southern Hospitality,5
Gateway to Hell,1
Hotel close to everything,4
Worst stay ever,1
Top Notch Customer Service,5
"Old World Charm, Walking distance to everything in French Quarter",4
Perfect Location,5
Review of my stay and the helpfulness of Patricia,4
ripoff,1
Great room for business trip,5
Still My Favourite,5
Great stay!,4
Perfect ski destination.,5
Sister-in Law trip,5
Fitted our needs,4
Love!,5
The worst,1
Nice and lovely,4
WHAT A PIGS HOLE,1
Underwhelming for the price,2
"Does the job, but needs work and TLC.",2
What a horrible restaurant,5
What a great stay!!!,4
"If you like horses/cows/dogs/interesting fellow guests, then this is the place for you.",5
Awesome Hotel,5
Clean Room and Great Value,4
"Not good, disapointing",2
Customer Friendly Beyond Compare,5
"OK motel, but Noisy Location...",3
Very cute especially outside,4
convenient location,5
Quaint hotel with tons of character,5
BestBreakfast by Mary,5
"Good value, don't expect too much.",4
Perfect location and apartment,4
FIRST TIME WITH A PROBLEM,4
Hidden Gem,5
Decent no frills hotel,4
A Good Place to stay,5
Lackluster in many ways,3
"Comfortable, Clean, and Friendly Place to Stay!",5
Excellent room and great service for the price,4
"Ok rooms, but hotel is left way too hot.",3
Very Nice hotel,5
Very bad experience,1
Excellent property!,5
"Like staying at a hip, fun friend's house",5
Excellent Deal,4
Cute and quaint budget hotel,3
Great location staff,4
Made it to my Final on Time,5
unique BB with a philanthropic mission,4
Room 1811,5
Great place to relax,4
Great place to stay in Union Square,5
Not up to Ritz standards,3
Wedding check in,3
Great Value,5
Don't stay here for business...,2
Home sweet home,5
Not worth it,1
"Dingy, Poorly lit",1
Great stay at the Chicago Conrad,5
Nice stay,5
Fabulous Staff,5
comfortable stay,5
Terrific,5
Nice spacious room,4
Drury New Orleans,4
Great Place,5
Mixed bag,3
Just Average,3
Great experience,5
Mediocre,2
Emma I'm Glad I Met Ya!,5
omg NYC,5
Impeccable Service,5
Great for families,5
Wonderful Guest Service.,5
Great for traveling with kids.,5
Family Visit,5
Hilton Garden Inn,4
Review of Feb 2015 Dallas Trip,4
Tabatha J Hot Chocolate Run 15k,5
It's like a movie you have to find out for yourself!,4
"Big disappointment...Hotel was great, but staff just missed it big time!",2
Great experience!,5
Flight delayed we were put up in this hotel,5
Cleanest MOTEL I've ever been in.,4
Great spa,5
WONDERFUL!!,5
Best Vacation Ever!,5
Just ok,3
Great stay and Wonderful staff!!,5
Good,5
Not nearly as bad as the reviews say,3
Great Location,4
Disappointed,2
The bomb!,5
Felt like a vip.,5
Musty as an old barge!,1
Overwhelmed with happiness!,5
Best Staycation Ever!,5
Return visitor for good reason,4
The Most Charming Courtyard,5
"Great hotel, great environment",5
You can't go wrong at a Ritz Carelton!,5
Awesome Boutique hotel in a great location,5
Your Best Choice In Waikiki,5
"Clean, quiet, good location, and great value.",5
Bob's nigh out,5
Great Experience,5
Pleasantly surprising green hotel,3
Nice property,4
"Great location, nice environment",4
"Great location, friendly staff.",5
Great place to stay in Midtown Atlanta,4
Another great M.O. stay,4
The most disappointing experience at any JW,2
"Small rooms, great staff",3
Honeymoon Trip,3
Always a pleasure staying at a Ritz-Carlton,5
would not stay here again....,2
Overnight stay,5
Great location/Great Value,4
Next visit we're riding the bikes,5
Unprofessional --- charged me for an immediate cancellation!!!,1
Its a Grand Slam kind of stay at a Luxury Hotel.,4
"Drury, a class act for jazzfest.",5
Best place in Wall...,5
nice room,4
perfect airport hotel,5
Totally Worthy,3
Amazing is an understatement...,5
best bang for your buck!,4
Sour Seven Seas,3
Awesome Family Accomodations,5
Great Stay except valet at checkout,4
Nice,4
Great Location,4
Happy Outcome,4
NOLA ROCKS,5
Westin Nanea is Great!!,5
Wonderful Place Clean and Close to Airport,5
Clean and Convenient to Waikiki,4
New favorite in the city,5
Good price for the room,3
ADA Room,5
Rustic Charm Contemporary Comfort,5
Need to be more cleaner,2
Great Renovation and Friendly Staff,4
Excellent Experience,5
The trendiest hotel in Wisconsin!,5
Good Hotel Central Location,4
"Grand, Central Location",4
happy in new orleans,5
Good Value,4
To me Just OK,3
Excellent Boutique Accommodations!,5
Expensive Park and Fly,1
Great Location and Friendly Staff,4
Location and Views,3
A Grand Holiday from the Grand Hyatt!!,5
Stay in Dallas,4
Good location!,3
Going to se my Grandaughter,4
A hidden Gem in San Diego,5
Amazing hotel in a fab location,5
Fall Bike Weekend,4
Hidden Gem!,5
Perfect End to a perfect week,5
yee family,4
Great hostel near Michigan Avenue,5
"Well maintained motel with clean, spacious rooms....good wi-fi reception.",5
KEEP DRIVING!,1
Overpriced,1
Timothy's Restaurant on Gordon Braxh Inn,5
Hampton Inn - Del Mar,5
Don't stay here-don't drink the water.,2
Nice Hotel-Very Good Stay,4
The best place on the San Diego Beach,5
Disappointed,2
Old charm hotel across from Louis Armstrong Park,5
The only hotel I will book in NO from now on,4
North meets south,5
Stayed for a weekend,5
Great San Diego experience,5
Good trip,4
Old New Orleans,5
Great hotel,5
DO NOT BOOK THIS HOTEL!!!,1
Just 5-10 minutes walk to the French Quarters!,4
Wouldn't have stayed if I knew about the dogs,3
"Super staff, but as far as cleanliness goes... uhhhhhhhh",3
Reno 's Hyatt Place,5
"Great hotel, excellent location!",5
Improving Probably,3
Perfect location,4
Loved every minute of our stay,5
"Excellent staff, fun unique hotel, perfect location!",5
Loved this place!,5
Returning home,5
Nothing special,3
Drury always delivers.,5
Best hotel stay,5
Amazing staff and hidden Gem,5
Luxury to Love,5
Perfect Paradise at Nanea Villas,5
Great stay in Anaheim!,4
Pretty good,5
Ranked 1 in my book...,5
Great Hotel,5
Beautiful lodging on the water front,5
Perfect location,5
Spoiled Rotten,5
Loved Hyatt House for our pre-cruise visit!,5
Great hotel in an excellent location,5
San Diego Vacation,4
Good place to stay.,4
Nice hotel for the price,4
Nice Family owned motel,4
very tranquil quiet peaceful place amazingly gorgeous hotel,5
Perfect Location for Thanksgiving week!,5
The Service was Great,5
I Just wanted to tell you.,5
Hampton Inn Grenada,5
"Clean, very clean!",4
Great Service,5
Wonerful find in Great Boston Neighborhood!,4
Great Location for Quick Weekend Trip,4
"Updated interior, but average amenities",4
Beautiful and spacious - everything you need,5
Great option for business,5
Excellence,5
"Nice room, good breakfast",4
Welcome home/braves game,2
American hotel with an Asian Touch,5
Good location,3
Has potential but needs some work,3
"Great lobby, standard room a bit small",4
A Terrific Place to Stay,5
nothing special,3
All around great,5
For the cost of a Marriott stay you get a Motel 6 kinda room,2
Health department please come!,1
Perfect holiday hotel,5
Excellent hotel and very friendly staff,5
the only place i'll stay in St. Louis,5
Get more than you pay for,5
San Francisco Soiree,5
"No hot water, no cell reception",2
Nice Clean,4
Improvement noted,4
Super pleased,4
Paradise,5
I loved my stay in Atlanta,5
Minutes from the French Quarter,5
Worth every minute,5
It was a really good experience!,4
Comfortable stay in downtown Seattle,5
Back again!!,5
Sleek and Great Service,5
"Nice location, dog friendly but old and in need of renovations",2
"Good value, clean, good lcoation and parking!!",4
Good situation.,5
Enjoyable stay.,5
Excellent Value Location,5
Practical for the business traveler,4
Waterfront Place soon to be a Marriott property,4
Fantastic place for families!,5
"Great People ,Services ,location",5
Everything and more,5
Great staff,5
Very nice hotel and convenient,5
Great value no complaints,5
Do not recommend this hotel,1
Just your basic motel,2
Good Convention Center Hotel,4
"Great location, but the rooms were a bit pricey for what you got.",3
Brickell,5
Clean and close to airpot,5
great location. nice people working at the front desk. great price.,3
Great location,5
Best Stay on our Trip,5
Not Impressed,2
The hotel's better than the rude guests...,3
Great Stay and Great Staff,5
Wonderful Hotel in San Fran,5
Nice hotel!,5
It's OK,3
Quieter than expected,4
Just Short of Satisfied,3
Great!,5
Great hotel!,5
Wonderful place,5
A perfect get away at a perfect hotel,5
The freshener of the room was too strong it smelled like a men cologne,2
Loved it!!,4
Fantastic,5
Not what I expected at a Wingate Hotel,2
Awesome!,4
Great service,5
Close to everything,5
Average service great location,3
center on all,5
Will stay again!,4
excellent service and location,5
Perfect location,5
Thank you Hampton Inn for thawing me out!,5
Expectations largely met,5
Modern chic meets cozy comfortable,5
Bad experience,1
Excelent Hotel,5
"Nice room, price equal to other local hotels.",4
Good hotel for the price!,3
A Gem.,5
Awesome Awful!,4
Nice stay!,5
Clean Average Motel,4
Great location and staff,4
Charming Hotel,3
Awesome Hotel,5
Such a cool place!!!,5
great stay,4
So-So Stay,3
Nice Airport Suite Hotel,4
Holiday Getaway,5
Five Star Service - Front Desk Ms Chassity,5
Excellent,5
Great stay,5
"Very well located, friendly staff",4
Family Vacation....,5
Not as expected,1
Another great stay.,5
"Wonderful hotel, but paying to park is awful!",3
Chaueffeur,3
"Nice Stay, Well Located",4
Great value,5
"2 days in Miami, great location, fantastic service",5
Staying in this hotel was a big mistake,1
You get what you pay for,3
Good hotel in a great location,4
Best Cheese Steak outside of Philly,4
Absolutely PERFECT,5
Great time at the parades!!,5
Ideal for our purposes,5
Nice place in downtown Chicago,4
3 week stay at economyinn,4
"Theft by deception, or just plain stupidity.",1
Hotel Emma long weekend,5
Good roadside hotel,5
Great Location to Angel Stadium or Honda Center,5
Customer service.,1
Angry cancelled stay,1
"Nice room, but...",3
Good value,4
hotel review,4
holiday,5
Room for improvement,2
Great visit!,5
Perfect Location,4
Great hotel in a great location,4
Excellent hotel,5
Smelly and messy,1
Great place to recharge the old batteries.,5
Great Stay,5
Great hotel and great location!,4
Absolute perfection!,5
"A wonderful, quaint campground",5
Good hotel for business trip,4
Wonderful place to stay on the St. Charles Trolley Line,5
"Nice, clean hotel",4
Reasonable,5
"Don't pay attention to reviews, they may be manufactured",2
The Customer is Never Right Apparently,2
Perfect stay,4
"Lovely grounds, convenient and clean!",4
Great place to stay night before embarking on cruises Port Everglades following day.,5
Great location,3
Good value for the price,4
BEST hotel in Chicago,5
"Great staff, location, room!!",4
Found a great place,5
HotelRed rises above most in location and pizazz,4
Good for the night,4
One night before we flew out,5
Go elsewhere,1
A Great Weekend away!,5
Convenient location,4
Rooms,3
Will not stay again,3
Super close to UCSD,4
Great spot in PB...,5
Nice Overnight Stay,3
Unique Spanish style multi-level hotel just above Old Town,4
Jewel in the center of Duval St.,5
Summer Vacation 2015,4
Great Value,4
This is a GREAT place to stay,5
Nice but simple hotel,4
second time here. good star,4
Great Place,5
Good Value Great Location,4
"Great place, great location and great service!",5
Rude and stinks,1
Good Experiencie and Location,4
Bad Service,4
Very satisfied,4
Great hotel and staff,5
Staycation,5
"Clean,Friendly decent value",4
"Actually, a 'Good', just not 'Very'",3
For the FUN of it!!!,5
Disappointing Stay,3
A View of the Big Hotels,4
Very nice hotel,5
Neat and Clean,4
A great place to sleep!,5
Christmas Banquet,5
Incredible Throwback to a Beautiful Era,5
Sleek and modern,5
Vacation - GREAT HOTEL,5
Hilton name is apparently meaningless,2
"Crammed space, good location",4
I may never stay at a Ritz Carlton Hotel again based on my experience in Atlanta,1
"Decent hotel, with (some) drawbacks",3
Absolutely GREAT Service,4
Hidden Oasis,4
Hotel with Town Character,5
A great hotel in downtown seattle,5
What a wonderful place to relax!,4
Unclean room,3
Dont book hotel,1
"Comfortable, convenient welcoming",4
"Quiet, safe, simple A Restful Evening!",5
Great one nighter,5
"LOCATION, LOCATION, LOCATION!",5
Tolle Unterkunft,5
"Spacious Property, Friendly Staff",4
Quick Overnight Stay,5
Best view ever,5
Best bang for the buck,5
Beautiful Resort,5
Very convenient to Convention Center West Concourse,4
Extra Mile and Every Detail,5
Soho Grand,5
2nd Visit,3
Nice Quick Weekend Getaway,4
"Perfect Location, Easy Access, Terrific Rooms",5
"Week long stay, felt right at home!",5
Very uncomfortable experience,1
fun time,5
Delightful!,5
Great conference facility!,5
Great service from Staff but the hotel needs an update,1
Great Hotel!,5
Suprised!,5
Not happy,2
Charged cancellation fee..,1
Great price-friendly staff,5
Great place to stay in Dallas,5
Excellent Stay,5
Value and Hospitality,4
Very nice hotel and great stay,4
So bad it needs to be Closed during Renovations!!!,1
Perfect location for the Convention Center,4
The Worst Stay in Years!!!,1
Nice surprise for an airport hotel,4
Love this hotel!,4
Staycation,5
